Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,100.66999816894531,101.58999633789062,100.3499984741211,100.4000015258789,99.37460327148438,821300
2022-01-03,100.83000183105469,102.98999786376953,100.4000015258789,102.86000061035156,102.1554183959961,1225200
2022-01-04,104.16999816894531,108.69000244140625,103.9000015258789,107.48999786376953,106.75370025634766,2147100
2022-01-05,108.16999816894531,109.12000274658203,104.88999938964844,105.02999877929688,104.310546875,1551400
2022-01-06,106.30999755859375,107.2300033569336,104.72000122070312,106.5199966430664,105.79034423828125,1256900
2022-01-07,106.73999786376953,109.19000244140625,106.5199966430664,109.06999969482422,108.3228759765625,1313100
2022-01-10,108.69000244140625,108.69000244140625,106.2699966430664,107.69000244140625,106.95233917236328,1207900
2022-01-11,108.0,109.0,106.66999816894531,108.8499984741211,108.10438537597656,1065800
2022-01-12,109.1500015258789,110.36000061035156,108.73999786376953,109.56999969482422,108.8194580078125,1167500
2022-01-13,109.80999755859375,110.0199966430664,108.05999755859375,108.37000274658203,107.62767791748047,978100
2022-01-14,106.7699966430664,108.5999984741211,106.05999755859375,108.44000244140625,107.69719696044922,999600
2022-01-18,107.2300033569336,107.79000091552734,104.44000244140625,104.94000244140625,104.22117614746094,1139600
2022-01-19,106.0,106.0,102.08999633789062,102.20999908447266,101.50987243652344,952800
2022-01-20,102.23999786376953,104.66000366210938,101.55999755859375,101.6500015258789,100.9537124633789,1095000
2022-01-21,101.30999755859375,101.30999755859375,97.75,98.16000366210938,97.48761749267578,1259600
2022-01-24,95.7300033569336,98.0,93.05000305175781,97.63999938964844,96.97117614746094,1705500
2022-01-25,96.05000305175781,98.25,93.86000061035156,96.80999755859375,96.14685821533203,1583900
2022-01-26,98.51000213623047,100.12999725341797,96.8499984741211,98.45999908447266,97.78555297851562,1658300
2022-01-27,100.87000274658203,104.72000122070312,99.70999908447266,100.91000366210938,100.21878051757812,2329100
2022-01-28,101.83999633789062,104.13999938964844,99.76000213623047,104.08999633789062,103.37699127197266,1672700
2022-01-31,103.47000122070312,106.06999969482422,102.23999786376953,105.87000274658203,105.14480590820312,1546300
2022-02-01,106.16999816894531,109.29000091552734,105.37999725341797,109.08000183105469,108.33280944824219,1475000
2022-02-02,108.76000213623047,110.11000061035156,108.05000305175781,109.70999908447266,108.95849609375,968900
2022-02-03,109.43000030517578,110.73999786376953,107.93000030517578,108.05000305175781,107.30986785888672,887900
2022-02-04,108.20999908447266,112.1500015258789,107.81999969482422,110.95999908447266,110.19993591308594,973700
2022-02-07,111.25,113.25,110.61000061035156,112.06999969482422,111.30233001708984,1303200
2022-02-08,112.61000061035156,115.26000213623047,112.61000061035156,114.77999877929688,113.99376678466797,1228500
2022-02-09,115.56999969482422,116.76000213623047,115.33000183105469,115.44000244140625,114.64925384521484,1020400
2022-02-10,114.4000015258789,117.37000274658203,113.05999755859375,113.62000274658203,112.84172058105469,1379600
2022-02-11,113.13999938964844,114.58999633789062,110.4800033569336,111.27999877929688,110.51773834228516,981000
2022-02-14,111.48999786376953,112.11000061035156,108.41999816894531,109.4800033569336,108.73007202148438,1232700
2022-02-15,110.66000366210938,112.68000030517578,110.66000366210938,112.36000061035156,111.59033966064453,1130500
2022-02-16,111.61000061035156,113.20999908447266,111.44999694824219,112.79000091552734,112.01740264892578,871700
2022-02-17,111.41000366210938,111.87999725341797,108.66000366210938,108.9800033569336,108.2334976196289,1274100
2022-02-18,109.02999877929688,110.06999969482422,108.19000244140625,108.5199966430664,107.77664184570312,1154600
2022-02-22,108.5199966430664,109.91999816894531,107.66999816894531,108.76000213623047,108.01500701904297,1483500
2022-02-23,109.95999908447266,110.51000213623047,106.4000015258789,106.9000015258789,106.1677474975586,1639400
2022-02-24,102.04000091552734,107.80999755859375,101.62000274658203,107.16999816894531,106.43589782714844,2252900
2022-02-25,107.29000091552734,112.30000305175781,107.29000091552734,112.29000091552734,111.52082824707031,1629200
2022-02-28,108.63999938964844,111.31999969482422,108.43000030517578,109.6500015258789,108.89891052246094,1864400
2022-03-01,108.48999786376953,109.0,101.73999786376953,102.68000030517578,101.97664642333984,2365200
2022-03-02,103.66000366210938,106.58999633789062,103.66000366210938,105.79000091552734,105.06534576416016,1388000
